id;was;wer;geburtsdatum_und_geburtsort;sterbedatum_und_sterbeort;postleitzahl;strasse;hausnummer;standort;ortsteil;erstellt;art;foto_1;foto_2;foto_3;foto_4;tafeltext
387;;"Rudolf Lunau; Filmvorführer im Kino Babylon; NS-Widerstandskämpfer (KPD)";27.06.1906;1943 verschollen;10178;Rosa-Luxemburg-Straße;30;im Foyer des Kinos Babylon links;Mitte;1987;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-387_lunau-rudolf.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-387_lunau.pdf
133;;"Harald Poelchau; Sozialist; Gefängnispfarrer; NS-Widerstandskämpfer (Kreisauer Kreis)";05.10.1903, Potsdam;29.04.1972, Berlin;13351;Afrikanische Straße;140 b;Über dem Eingang;Wedding;17.11.1998;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-133_poelchau-harald.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-133_poelchau.pdf
389;;"Jakob van Hoddis; Dichter";16.05.1887, Berlin;April 1942, Sobibór;10178;Rosenthaler Straße;40 bis 41;In der Durchfahrt an der linken Wand;Mitte;08.11.1994;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-389_jakob-van-hoddis.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-389_hoddis.pdf
647;;"Georg Puchowski; Pfarrer und Politiker; Jugendseelsorger; Generalvikar";13.11.1892, Berlin;20.11.1967, Berlin;13357;Bellermannstraße;91;Ganz rechts an der Kirche, hinter Bäumen;Gesundbrunnen;;KPM - Berliner Gedenktafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-647_puchowski.pdf
138;;"Bernhard Rose; Schauspieler und Theaterdirektor";22.05.1865;23.06.1927;13357;Badstraße;58;Rechts vom Eingang;Gesundbrunnen;22.05.1992;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-138_bernhard-rose.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-138_bernhard-rose.pdf
650;;"Harald Juhnke; Schauspieler und Entertainer";10.06.1929, Berlin;01.04.2005, Rüdersdorf;13359;Stockholmer Straße;29;Rechts vom Eingang;Gesundbrunnen;;Stahltafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-650_harald-juhnke.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-650_juhnke.pdf
139;;"Alfred Rotter und Fritz Rotter; Theaterbetreiber";"14.11.1866; 03.09.1888";"05.04.1933; um 1939";10117;Friedrichstraße;101;Admiralspalast, linke Wand in der Einfahrt;Mitte;04.07.2008;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-139_rotter-alfred_rotter-fritz.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-139_rotter.pdf
651;;"Heinz Galinski; Textilkaufmann; NS-Verfolgter; Vorsitzender der Jüdischen Gemeinde zu Berlin; Erster Vorsitzender des Zentralrates";28.11.1912, Marienburg, Westpreußen;19.07.1992, Berlin;13347;Heinz-Galinski-Straße;5;Links hinter Einfahrt auf dem Gelände;Gesundbrunnen;;Messingtafel am Büstensockel;/ba-mitte/_assets/gedenktafeln/id-651_heinz-galinski.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-651_galinski.pdf
141;;"Nelly Sachs; jüdische deutsch-schwedische Schriftstellerin und Lyrikerin; Nobelpreisträgerin";10.12.1891, Schöneberg;12.05.1970, Stockholm;10555;Lessingstraße;5;Früher Nr. 33, rechts vom Eingang, Hansa-Grundschule;Hansaviertel;12.05.1995;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-141_nelly-sachs.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-141_nelly-sachs.pdf
397;;"Max Reinhardt; Theaterregisseur, Intendant und Theatergründer";09.09.1873, Baden, Niederösterreich;31.10.1943, New York;10117;Schumannstraße;13 a;Über dem Bühneneingang;Mitte;1961;Bronzemedaillion;/ba-mitte/_assets/gedenktafeln/id-397_max-reinhardt.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-397_reinhardt.pdf
142;;"Carl Scheibler; Chemiker; Gründer des Instituts für Zuckerkunde;  Hochschulprofessor";16.02.1827, Gemereth/Eupen;02.04.1899, Berlin;10785;Derfflingerstraße;8;Villa Wuttke, linker Eingang, früher Buchenstraße 6;Tiergarten;12.12.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-142_carl-scheibler.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-142_scheibler.pdf
143;;"Helene von Schell; Gerechte unter den Völkern";20.07.1903;04.03.1956;10551;Waldstraße;6;Rechts vom Eingang;Moabit;04.03.1996;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-143_schell-helene-von.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-143_helene-von-schell.pdf
399;;"Ismair Boas, Geheimrat Prof. Dr. Med.; Erster Arzt für Gastoenterologie";28.03.1858, Exin;15.03.1938, Wien;10117;Virchowweg;10;Charité, rechts vom Eingang;Mitte;16.09.1992;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-399_ismair-boas.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-399_ismar-boas.pdf
655;;"Manuela; Doris Inge Wegener; Schlagersängerin";02.05.1802, Berlin;13.02.2001, Berlin;13357;Thurneysserstraße;3a;Rechts oberhalb des Eingangs;Gesundbrunnen;;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-655_manuela-doris-wegener.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-655_manuela.pdf
144;;"Ernst Schering; Apotheker und Unternehmer";31.05.1824, Prenzlau;27.12.1889, Berlin;13353;Müllerstraße;170;Über dem Eingang;Wedding;24.10.1988;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-144_schering-ernst.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-144_schering.pdf
145;;"Werner Schröder; Zoologe, Botaniker und Paläontologe; Direktor des Berliner Aquariums";19.12.1907, Bochum;02.07.1985, Berlin;10787;Budapester Straße;32;Am Aquarium links vom Eingang;Tiergarten;Sep 02;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-145_schroeder-werner.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-145_schroeder-werner.pdf
657;;"Paul Nipkow; Techniker und Entwickler;  Erfinder von Grundlagen für den Fernseher";22.08.1860, Lauenburg in Pommern;24.08.1940, Berlin;13357;Uferstraße;2;Rechts neben dem Eingang;Gesundbrunnen;;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-657_nipkow-paul.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-657_paul-nipkow.pdf
146;;"Friedrich Albert Schwartz; Stadtentwicklungs- und Architekturfotograf";12.01.1836, Berlin;04.05.1906, Berlin;10117;Friedrichstraße;115;Links vom Eingang;Mitte;01.12.2009;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-146_friedrich-albert-schwartz.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-146_schwartz.pdf
658;;"Reinhard Alfred Furrer; Physiker; Astronaut; Universitätsprofessor; Fluchthelfer";29.11.1940, Wörgl, Österreich;09.09.1995;13355;Brunnenstraße;135;Rechts neben Eingang;Gesundbrunnen;01.07.2010;Metalltafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-658_reinhard-furrer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-658_furrer.pdf
147;;"Louis Schwartzkopff; Unternehmer und Gründer der Berliner Maschinenbau-Actien-Gesellschaft";05.06.1825, Magdeburg;07.03.1892, Berlin;13355;Scheringstraße;2;Ganz rechts am Eckhaus am Gartenplatz;Gesundbrunnen;09.05.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-147_schwartzkopff-louis.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-147_louis-schwartzkopff.pdf
404;;"Moritz und Ulla Rosenthal; jüdische Wäschefabrikanten";"16.04.1883, Nikolaiden; unbekannt";"07.07.1944, KZ Auschwitz; unbekannt, KZ Auschwitz";10179;Stralauer Straße;44 bis 45;Stralauer Straße Ecke Neue Jüdenstraße, neben einer Tür;Mitte;29.04.1999;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-404_moritz-und-ulla-rosenthal.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-404_rosenthal.pdf
405;;"Gustav Elfert; Friseur; Kriegsgegner; unorganisierter NS-Widerstandskämpfer";04.01.1886, Berlin;26.01.1945, Berlin-Plötzensee;10115;Strelitzer Straße;10;Zwischen dem 2. und 3. Fenster rechts an der Wand;Mitte;50er;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-405_elfert-gustav.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-405_elfert.pdf
150;;"Siegbert Springer; Jura-Repetitor und Jura-Lehrer";09.08.1882, Schubin bei Bromberg;10.05.1938, Berlin;10557;Spenerstraße;15;Rechts vom Eingang;Moabit;12.12.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-150_siegbert-springer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-150_siegbert-springer.pdf
663;;"Werner Kluge; Ehrenvorsitzender des BFV; SV Nord-Nordstern";1907;1992;13409;Kühnemannstraße;52;Rechts beim Eingang zur Sportanlage;Gesundbrunnen;1995;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-663_werner-kluge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-663_werner-kluge.pdf
152;;"Mark Twain (Samuel Langhorne Clemens); amerikanischer Schriftsteller";30.11.1835, Florida, Missouri;21.04.1910, Redding, Connecticut;10785;Körnerstraße;7;Rechte Seite am Aufgang C;Tiergarten;14.09.2011;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-152_mark-twain.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-152_mark-twain.pdf
664;;"Phillip Wilhelm Moritz Boegehold; evanglischer Theologe; Gefängnispfarrer; Gründer des Lazarus-Haus";24.05.1815, Mühlheim;16.10.1873, Berlin;13355;Bernauer Straße;115 bis 116;Im Vorhof zum ehemaligen Krankenhaus;Gesundbrunnen;;Inschrift am Büstensockel;/ba-mitte/_assets/gedenktafeln/id-664_wilhelm-boegehold.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-664_boegehold.pdf
153;;"Rudolf Virchow; Arzt, Archäologe und Politiker";13.10.1821, Schivelbein, Pommern;05.09.1902, Berlin;13353;Augustenburger Platz;1;Campus Rudolf Virchow, 2. Durchfahrt rechts an der Wand;Wedding;28.10.1988;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-153_rudolf-virchow.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-153_virchow.pdf
155;;"Günter Ammon; Psychoanalytiker";09.05.1918, Berlin;03.09.1995, Berlin;10115;Große Hamburger Straße;36;Links vom Eingang;Mitte;Mrz 99;Marmortafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-155_ammon-guenter.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-155_ammon.pdf
411;;"Wilhelm von Humboldt; Jurist; Sprachforscher; Bildungsreformer; Mitgründer der Berliner Universität";22.06.1767, Potsdam;08.04.1835, Berlin;10117;Unter den Linden;6;Linker Treppenaufgang;Mitte;22.10.1998;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-411_wilhelm-von-humboldt.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-411_w-humboldt.pdf
667;;"Akademie der Künste; Stifter Henry H. Reichhold";07.1901, Berlin;11.12.1989, Armonk, New York;10557;Hanseatenweg;10;Kleine Mauer links vom Eingang;Hansaviertel;1960;Bronzetafel, quer;/ba-mitte/_assets/gedenktafeln/id-667_reichhold-henry-h.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-667_henry-h-reichhold.pdf
156;;"Adolf Jarislowsky; Bankier";17.04.1855, Hultschin;05.12.1933, Berlin;10117;Jägerstraße;69;Rechts vom Eingang;Mitte;09.05.1997;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-156_jarislowsky-adolf.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-156_jarislowsky.pdf
412;;"Albert Einstein; Physiker; Schöpfer der Relativitätstheorie; Nobelpreisträger";14.03.1879, Ulm;18.04.1955, Princeton, New Jersey;10117;Unter den Linden;6;Im Vorraum Kinosaal / Audi Max;Mitte;Nov 65;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-412_albert-einstein.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-412_einstein.pdf
668;;"Albrecht von Graefe; Augenarzt; Direktor der augenärztlichen Abteilung der Charité";20.05.1828;20.07.1870;10557;Händelallee;;Wiese, rechts neben der Kirche;Hansaviertel;1970;Edelmetallstele;/ba-mitte/_assets/gedenktafeln/id-668_graefe-albrecht-von_1.jpg;/ba-mitte/_assets/gedenktafeln/id-668_graefe-albrecht-von_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-668_graefe.pdf
158;;"Leonhard Euler; Mathematiker; Physiker; Begründer einer Musiktheorie";15.04.1707, Basel;18.09.1783, Sankt Petersburg;10117;Behrenstraße;21;Rechts vom Nebeneingang;Mitte;1907;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-158_euler-leonhard.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-158_euler.pdf
414;;"Friedrich Daniel Ernst Schleiermacher; evangelischer Theologe; Philosoph";21.11.1768, Breslau;12.02.1834, Berlin;10117;Unter den Linden;6;Westflügel;Mitte;Nov 85;Marmortafel mit Bronzeportrait;/ba-mitte/_assets/gedenktafeln/id-414_schleiermacher-f.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-414_schleiermacher.pdf
160;;"Georg Wilhelm Friedrich Hegel; Philosoph";27.08.1770, Stuttgart;14.11.1831, Berlin;10117;Am Kupfergraben;5;Rechts am Haus;Mitte;;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-160_hegel-georg-wilhelm.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-160_hegel-georg-wilhelm.pdf
416;;"Albert Einstein; Physiker; Schöpfer der Relativitätstheorie; Nobelpreisträger";14.03.1879, Ulm;18.04.1955, Princeton, New Jersey;10117;Unter den Linden;8;Links vom Eingang, Staatsbibliothek;Mitte;25.11.1994;Bronzetafel;;;;;
672;;"Oswald Schumann; Gesamtverband der Arbeitnehmer der öffentlichen Betriebe";11.12.1865, Borzenzine, Schlesien;09.06.1939, Petershagen bei Berlin;10555;Altonaer Straße;1;Hinter dem Eternithaus rechts am Spielplatz;Hansaviertel;;Steinstele mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-672_schumann-oswald_1.jpg;/ba-mitte/_assets/gedenktafeln/id-672_schumann-oswald_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-672_oswald-schumann.pdf
161;;"Ernst Theodor Amadeus Hoffmann (E.T.A.Hoffmann); Schriftsteller; Komponist";24.01.1776, Königsberg;25.06.1822, Berlin;10115;Charlottenstraße;56;Neben dem Eingang des Restaurants;Mitte;;Bronzetafel und Portraitmedaillon;/ba-mitte/_assets/gedenktafeln/id-161_hoffmann-e-t-a.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-161_e-t-a-hoffmann.pdf
162;;"Christoph Wilhelm Hufeland; Arzt; Sozialhygieniker; Leibarzt; Universitätsprofessor";12.08.1762, Langensalza;25.08.1836, Berlin;10117;Hegelplatz;1;Links an der Ecke des Hauses;Mitte;1957;Steintafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-162_hufeland-christoph-wilhelm.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-162_hufeland.pdf
418;;"David Hansemann; Kaufmann und Bankier; Gründer der Disconto-Gesellschaft";12.07.1790, Finkenwerder;04.08.1864, Schlangenbad;10117;Unter den Linden;13 bis 15;Im Treppenaufgang rechts;Mitte;22.04.1997;Metalltafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-418_hansemann.pdf
163;;"Margarete Kaufmann; Stenotypistin; KPD-Funktionärin; Jüdin; NS-Widerstandskämpferin";18.06.1942, Sankt Petersburg;21.12.1942, unbekannt;10115;Linienstraße;154 a;Zwischen dem 2. und 3. Fenster links neben dem Eingang;Mitte;50er;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-163_kaufmann-margarete.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-163_margarete-kaufmann.pdf
420;;"Karl Friedrich Schinkel; Architekt und preußischer Baumeister";13.03.1781, Neuruppin;09.10.1841, Berlin;10117;Unter den Linden;67;An der Fassade ganz rechts, ziemlich hoch;Mitte;1904;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-420_karl-friedrich-schinkel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-420_schinkel.pdf
165;;"Gottfried Keller; Schweizer Dichter und Politiker";19.07.1819, Zürich;15.07.1890, Zürich;10117;Bauhofstraße;2;Zwischen dem 1. und 2. Fenster links vom Eingang;Mitte;1929;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-165_keller-gottfried.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-165_gottfried-keller.pdf
166;;"Heinrich von Kleist; Dramatiker und Publizist";10.10.1777, Frankfurt/Oder;21.11.1811, Stolper Loch- Kl. Wannsee;10117;Mauerstraße;53;Rechts vom Eingang;Mitte;1890;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-166_kleist-von-heinrich.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-166_kleist.pdf
422;;"Alfred Wegener, Prof. Dr.; Polarforscher";01.11.1880, Berlin;11.1930, Grönland;10179;Wallstraße;42;Ehemaliges Cöllnisches Gymnasium, ganz rechts am Haus;Mitte;13.02.1980;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-422_wegener-alfred.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-422_wegener.pdf
167;;"Robert Koch; Mediziner und Mikrobiologe";11.12.1843, Clausthal;27.05.1910, Baden-Baden;10117;Luisenstraße;57;Zwischen dem 2. und 3. Fenster rechts vom Eingang;Mitte;24.03.1982;Gusstafel;/ba-mitte/_assets/gedenktafeln/id-167_robert-koch.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-167_koch.pdf
679;;"Carl von Ossietzky; Schriftsteller; Herausgeber der ""Weltbühne""; NS-Verfolgter";03.10.1889, Hamburg;04.05.1938, Berlin;10559;Alt-Moabit;118;Rechts vor dem Spielplatz;Moabit;1965;Bronzetafel am Findling;/ba-mitte/_assets/gedenktafeln/id-679_ossietzky-carl-von.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-679_ossietzky.pdf
168;;"Sala Kochmann und Martin Kochmann; Mitglieder der NS-Widerstandsgruppe um Herbert Baum";;unklare Angaben;10119;Gipsstraße;3;An der Hauswand;Mitte;50er;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-168_sala-und-martin-kochmann.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-168_kochmann.pdf
424;;"Franz Mett; Bergmann, Metallarbeiter, Funktionär der KPD; NS-Widerstandskämpfer (Uhrig-Gruppe)";25.10.1904, Nickelnischken, Ostpreußen;21.08.1944, Zuchthaus Brandenburg;10178;Weinmeister Straße;16;Rechts vom Eingang, Zugang über Gormannstraße;Mitte;;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-424_franz-mett.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-424_mett.pdf
169;;"Gotthold Ephraim Lessing; Dichter von ""Minna von Barnhelm""";22.01.1729, Kamenz, Oberlausitz;15.02.1781, Braunschweig;10178;Nikolaikirchplatz;7;Über dem Eingang am Vorbau;Mitte;1913;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-169_lessing.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-169_lessing.pdf
170;;"Max Liebermann; Maler und Graphiker";20.07.1847, Berlin;08.02.1935, Berlin;10117;Pariser Platz;7;Unter dem Fenster rechts vom Eingang;Mitte;2001;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-170_liebermann-max.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-170_liebermann.pdf
171;;"Hans Litten; Rechtsanwalt; Strafverteidiger; NS-Verfolgter";19.06.1903, Halle/Saale;05.02.1938, KZ Dachau;10179;Littenstraße;14 bis 15;Links neben dem Eingang;Mitte;1958;Steintafel;/ba-mitte/_assets/gedenktafeln/id-171_litten-hans.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-171_hans-litten.pdf
683;;"Friedrich Krause; Bauingenieur; Stadtbaurat für Tiefbau; Stadtältester";01.03.1856, Uggehnen b. Königsberg;11.08.1925, Berlin;13353;Westhafenstraße;1;"BEHALA Verwaltungsgebäude 1. Absatz rechts; Hinter der Tafel befindet sich die Urne von Krause";Wedding;;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-683_krause-friedrich.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-683_friedrich-krause.pdf
172;;"Albert Lortzing; Tonkünstler, Komponist und Kapellmeister";23.10.1803, Berlin;21.01.1851, Berlin;10117;Luisenstraße;53;Über dem Eingang, ziemlich hoch;Mitte;1889;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-172_lortzing-albert.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-172_lortzing.pdf
428;;"Walter Stoeckel; Gynäkologe und Geburtshelfer; Direktor der Universitätsfrauenklinik der Charité";14.03.1871, Insterburg, Ostpreußen;12.02.1961, Berlin;10117;Ziegelstraße;14 bis 16;Am Pfeiler des Treppenhauses;Mitte;;Bronzetafel;;;;;
684;;"Fritz Schloss, Dr.; Bezirksbürgermeister Tiergarten";23.05.1895, Berlin;19.12.1954, Berlin;10559;Fritz-Schloß-Park;;Anfang der Rodelbahn, kleine Anlage, Findling;Moabit;;Gedenkstein mit roter Inschrift;/ba-mitte/_assets/gedenktafeln/id-684_fritz-schloss.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-684_fritz-schloss.pdf
174;;"Walther Nernst und Max Bodenstein; Physiker und Chemiker; Nobelpreisträger";"25.06.1864, Briesen, Westpreußen; 15.07.1871, Magdeburg";"18.11.1941, Zibelle, Oberlausitz; 03.09.1942, Berlin";10117;Bunsenstraße;1;Rechts vom Eingang;Mitte;13.09.1983;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-174_nernst-und-bodenstein.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-174_nernst-bodenstein.pdf
430;;"Dietrich Bonhoeffer; evangelischer Theologe; NS-Widerstandskämpfer";04.02.1906, Breslau;09.04.1945, Flossenbürg, Bayern;10119;Zionskirchplatz;;An der linken Seite der Kirche;Mitte;29.04.2000;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-430_bonhoeffer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-430_bonhoeffer.pdf
686;;"Gerhard Schlegel; Erster Präsident des Landessportbundes (LSB)";09.11.1903;24.04.1983;10557;Lehrter Straße;59;Poststadion, im Vorraum der Sporthalle über der Eingangstür;Moabit;09.11.2003;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-686_gerhard-schlegel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-686_schlegel.pdf
175;;"Christoph Friedrich Nicolai; Schriftsteller; Buchhändler";18.03.1733, Berlin;08.01.1811, Berlin;10178;Brüderstraße;13;Eine Tafel rechts vom Eingang unter 1. Etage;Mitte;1928;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-175_christoph-friedrich-nicolai.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-175_nicolai.pdf
177;;"Max Planck; Physiker; Begründer der Quantenphysik";23.04.1858, Kiel;04.10.1947, Göttingen;10117;Unter den Linden;6;Humboldt Universität, Fassade linker Seitenflügel;Mitte;;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-177_planck-max.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-177_planck.pdf
690;;"Hans (Johnny) Klein; Politiker (CSU); Bundesminister";11.07.1931, Mährisch Schönberg;26.11.1996, Bonn;10559;Alt-Moabit;101;Eingangsbereich des ehemaligen Ministeriums;Moabit;;Messingtafel am Büstensockel;/ba-mitte/_assets/gedenktafeln/id-690_hans-klein.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-690_hans-klein.pdf
181;;"Johann Gottfried Schadow; Grafiker und Bildhauer";20.05.1764, Berlin;27.01.1850, Berlin;10117;Schadowstraße;10 bis 11;Über dem 3. Fenster rechts vom Eingang;Mitte;1895;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-181_johann-gottfried-schadow.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-181_schadow.pdf
