Gender,Category,Activity,Context,District,Material,Birthplace,Deathplace,Deathyear_nn,Birthyear_nn,Made_nn,Age_nn
no person,Building,Jewish_Synagogue,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,Building,Christian_Church,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,Building,Jewish_Synagogue,Jewish,Mitte,Metall_Stahl,no_information,no_information,0,0,2000,0
no person,Building,Jewish_Synagogue,Jewish,Mitte,Metall_Stahl,no_information,no_information,0,0,1948,0
m,History,Civilian,AntiWar,Mitte,Metall_Stahl,Breslau,other in Germany,1967,1894,0,73
m,Culture,Architecture,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,other,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,Socialists,NovemberRevolution_Weimar,Mitte,Metall_Stahl,Leipzig,Berlin,1919,1871,1988,48
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,Business,Chairman_Business_Finances,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,1997,0
no person,Building,Architecture,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,2013,0
m,Culture,Architecture,Prussian_times,Mitte,Metall_Stahl,other,Berlin,1841,1781,0,60
no person,Nature,PublicPlaces_Buildings,no_specific_context,Moabit,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,Politics_Administration,no_specific_context,Tiergarten,Metall_Stahl,other,Berlin,1953,1884,1954,69
no person,Nature,PublicPlaces_Buildings,no_specific_context,Tiergarten,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,CivilSocietyOrganisation,other,Gesundbrunnen,Metall_Stahl,other,Berlin,1989,1900,0,89
no person,Science and Research,Science_otherResearch,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,Culture,Creative_Arts,no_specific_context,Mitte,Metall_Stahl,Berlin,Berlin,1876,1810,0,66
m,Culture,Creative_Arts,no_specific_context,Mitte,Metall_Stahl,Berlin,Berlin,1851,1803,0,48
m,Culture,Creative_Arts,no_specific_context,Mitte,Metall_Stahl,other,other in Germany,1805,1759,0,46
m,Science and Research,Science_otherResearch,no_specific_context,Mitte,Metall_Stahl,other,outside Germany,1794,1754,0,40
m,Religion and Philosophy,other,no_specific_context,Mitte,Metall_Stahl,other,Berlin,1831,1770,0,61
m,Culture,Creative_Arts,no_specific_context,Mitte,Metall_Stahl,other,outside Germany,1827,0,0,1827
m,Culture,Creative_Arts,GDR_GDR_personality,Mitte,Metall_Stahl,Berlin,Berlin,1967,1894,0,73
m,Science and Research,Science_otherResearch,no_specific_context,Mitte,Metall_Stahl,other,other in Germany,1884,1829,1999,55
no person,History,CivilSocietyOrganisation,SocialPolicy_issues,Gesundbrunnen,Metall_Stahl,no_information,no_information,0,0,1989,0
m,History,Civilian,NSresistance_persecuted,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,Science and Research,Science_otherResearch,no_specific_context,Tiergarten,Metall_Stahl,no_information,no_information,0,0,2008,0
m,Culture,Architecture,no_specific_context,Mitte,Metall_Stahl,other,Berlin,1879,1813,0,66
no person,Building,Architecture,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,1995,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,Politics_Administration,other_countries,Mitte,Metall_Stahl,other,outside Germany,1968,1929,0,39
no person,History,Politics_Administration,other_countries,Tiergarten,other,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,other_countries,Tiergarten,other,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,2000,0
no person,Building,Military_Police,AntiWar,Gesundbrunnen,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1990,0
no person,Building,Education_School,other,Tiergarten,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,Politics_Administration,SocialPolicy_issues,Mitte,"Bronze, Messing, Kupfer",other,other in Germany,1883,1808,1992,75
unspecified,History,Politics_Administration,AntiWar,Tiergarten,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
unspecified,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,no_information,no_information,0,0,2003,0
unspecified,History,Civilian,NSresistance_persecuted,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,History,Civilian,NSresistance_persecuted,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,History,Socialists,NovemberRevolution_Weimar,Tiergarten,Stein,Leipzig,Berlin,1919,1871,0,48
no person,History,Civilian,NSresistance_persecuted,Moabit,Metall_Stahl,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,other_countries,Tiergarten,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2003,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,0,0
no person,Building,Architecture,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
f,History,Politics_Administration,other_countries,Tiergarten,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,History,Civilian,NSresistance_persecuted,Moabit,Porzellan,no_information,no_information,0,0,2001,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1987,0
no person,Building,Jewish_Synagogue,NSresistance_persecuted,Hansaviertel,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,History,Socialists,NSresistance_persecuted,Mitte,other,no_information,no_information,0,0,1995,0
no person,Building,PublicPlaces_Buildings,GDR_GDR_personality,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2011,0
no person,History,Politics_Administration,NSresistance_persecuted,Tiergarten,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2001,0
groups of mixed gender,History,Socialists,NovemberRevolution_Weimar,Tiergarten,"Bronze, Messing, Kupfer",Leipzig,Berlin,1919,1871,0,48
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
m,History,Medical,no_specific_context,Mitte,"Bronze, Messing, Kupfer",Potsdam,Berlin,1925,1843,1999,82
m,Business,Chairman_Business_Finances,other,Mitte,Porzellan,Berlin,Berlin,1932,1851,1995,81
m,Building,Education_School,SocialPolicy_issues,Mitte,"Bronze, Messing, Kupfer",other,Berlin,1853,1778,2001,75
groups of mixed gender,History,Civilian,SocialPolicy_issues,Moabit,Metall_Stahl,no_information,no_information,0,0,2011,0
no person,History,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1870,0
no person,History,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1871,0
no person,History,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1865,0
no person,History,Politics_Administration,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Architecture,no_specific_context,Mitte,other,no_information,no_information,0,0,1997,0
m,History,Christian_Church,SocialPolicy_issues,Tiergarten,Porzellan,other,other in Germany,1881,1808,1989,73
m,Business,Chairman_Business_Finances,no_specific_context,Moabit,Metall_Stahl,other,Berlin,1886,1837,1955,49
no person,History,Education_School,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2000,0
no person,History,Military_Police,AntiWar,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,History,Civilian,GDRflight_victim,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2009,0
m,History,Civilian,GDRflight_victim,Gesundbrunnen,"Bronze, Messing, Kupfer",other,Berlin,2001,1939,2011,62
m,History,Civilian,GDRflight_victim,Mitte,"Bronze, Messing, Kupfer",other,Berlin,1964,1943,0,21
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
f,History,CivilSocietyOrganisation,SocialPolicy_issues,Moabit,Acrylglas,no_information,no_information,0,0,0,0
m,History,CivilSocietyOrganisation,other,Mitte,"Bronze, Messing, Kupfer",other,no_information,0,1778,0,-1778
no person,Building,Christian_Church,no_specific_context,Mitte,other,no_information,no_information,0,0,1983,0
no person,Building,PublicPlaces_Buildings,other_countries,Mitte,Acrylglas,no_information,no_information,0,0,2003,0
no person,Building,Medical,other_countries,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1994,0
no person,Building,Military_Police,AntiWar,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2005,0
m,History,Politics_Administration,Prussian_times,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1935,0
no person,Building,Medical,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Christian_Church,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1987,0
no person,Building,Chairman_Business_Finances,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1987,0
no person,Building,Education_School,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1991,0
no person,Business,Chairman_Business_Finances,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2003,0
m,Building,Architecture,no_specific_context,Wedding,"Bronze, Messing, Kupfer",Berlin,Berlin,1967,1894,0,73
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,Berlin,Berlin,1961,1937,2003,24
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1961,1936,2003,25
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,Berlin,Berlin,1961,1936,2003,25
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,Berlin,Berlin,1961,1940,2003,21
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1962,1942,2003,20
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1962,1945,2003,17
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,Berlin,Berlin,1962,1938,2003,24
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1963,1941,2003,22
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,Berlin,Berlin,0,1947,2003,-1947
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1963,1940,2003,23
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,0,1917,2003,-1917
f,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,other in Germany,1980,1962,2003,18
m,History,Civilian,GDRflight_victim,Tiergarten,Mauerkreuz,other,Berlin,1989,1968,2003,21
unspecified,History,Civilian,NSresistance_persecuted,Moabit,Metall_Stahl,no_information,no_information,0,0,2007,0
no person,History,Civilian,AntiWar,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,History,Civilian,NovemberRevolution_Weimar,Gesundbrunnen,Stein,no_information,no_information,0,0,0,0
m,History,Civilian,SocialPolicy_issues,Moabit,Stein,no_information,no_information,0,0,0,0
unspecified,History,Civilian,NSresistance_persecuted,Gesundbrunnen,Stein,no_information,no_information,0,0,2004,0
unspecified,History,Civilian,NSresistance_persecuted,Wedding,other,no_information,no_information,0,0,0,0
groups of mixed gender,History,Civilian,GDRflight_victim,Mitte,Stein,no_information,no_information,0,0,1982,0
unspecified,History,Civilian,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,History,Military_Police,AntiWar,Mitte,other,no_information,no_information,0,0,0,0
m,History,Military_Police,AntiWar,Mitte,Stein,no_information,no_information,0,0,0,0
m,History,Military_Police,other_countries,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2005,0
m,History,Military_Police,no_specific_context,Mitte,Stein,no_information,other in Germany,1813,1789,0,24
no person,Building,Politics_Administration,no_specific_context,Mitte,other,no_information,no_information,0,0,1987,0
no person,Building,Chairman_Business_Finances,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
no person,Business,Chairman_Business_Finances,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1995,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Politics_Administration,Jewish,Mitte,Acrylglas,no_information,no_information,0,0,1998,0
m,History,Military_Police,GDRflight_victim,Mitte,Acrylglas,no_information,no_information,0,0,0,0
m,History,Civilian,GDRflight_victim,Mitte,Acrylglas,Berlin,Berlin,1962,1944,0,18
no person,History,Civilian,GDRflight_victim,Tiergarten,Acrylglas,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Tiergarten,Acrylglas,no_information,no_information,0,0,0,0
no person,Building,Politics_Administration,no_specific_context,Tiergarten,Acrylglas,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Gesundbrunnen,Acrylglas,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Acrylglas,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Acrylglas,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Acrylglas,no_information,no_information,0,0,0,0
m,History,Civilian,GDRflight_victim,Mitte,Acrylglas,Berlin,Berlin,1961,1937,2001,24
m,History,Military_Police,GDRflight_victim,Mitte,Acrylglas,other,Berlin,1964,1943,0,21
m,History,Military_Police,no_specific_context,Mitte,Acrylglas,other,Berlin,1962,1942,0,20
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Acrylglas,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,no_specific_context,Mitte,Acrylglas,no_information,no_information,0,0,1996,0
no person,Business,Chairman_Business_Finances,Jewish,Mitte,Infokasten,no_information,no_information,0,0,2003,0
no person,History,Civilian,GDRflight_victim,Gesundbrunnen,Infokasten,no_information,no_information,0,0,0,0
no person,History,Military_Police,AntiWar,Moabit,other,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Gesundbrunnen,Porzellan,no_information,no_information,0,0,0,0
no person,Building,Christian_Church,no_specific_context,Hansaviertel,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1955,0
m,Culture,Creative_Arts,no_specific_context,Wedding,Stein,other,other in Germany,1832,1749,0,83
no person,Building,Politics_Administration,no_specific_context,Mitte,other,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,Stein,no_information,no_information,0,0,1994,0
m,Building,Education_School,Jewish,Mitte,Stein,other,Berlin,1786,1729,0,57
m,Building,Education_School,Jewish,Mitte,Metall_Stahl,other,Berlin,1786,1729,1983,57
no person,Building,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1861,0
no person,Building,PublicPlaces_Buildings,other,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1994,0
no person,Building,Chairman_Business_Finances,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1987,0
m,History,Medical,NSresistance_persecuted,Tiergarten,Metall_Stahl,Berlin,other in Germany,1938,1875,1990,63
groups of mixed gender,History,Socialists,NovemberRevolution_Weimar,Tiergarten,Metall_Stahl,Leipzig,Berlin,1919,1871,2010,48
no person,Building,Architecture,no_specific_context,Hansaviertel,Stein,no_information,no_information,0,0,0,0
no person,Building,Architecture,no_specific_context,Tiergarten,other,no_information,no_information,0,0,0,0
unspecified,History,Civilian,NSresistance_persecuted,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1990,0
no person,Building,Jewish_Synagogue,no_specific_context,Hansaviertel,Metall_Stahl,no_information,no_information,0,0,1998,0
no person,Building,PublicPlaces_Buildings,Jewish,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
unspecified,Business,Chairman_Business_Finances,Jewish,Tiergarten,Porzellan,no_information,no_information,0,0,2011,0
unspecified,History,Civilian,Jewish,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
unspecified,History,Civilian,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1997,0
unspecified,History,Civilian,Jewish,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1968,0
no person,Building,Medical,Jewish,Gesundbrunnen,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Medical,Jewish,Gesundbrunnen,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,Culture,Architecture,no_specific_context,Mitte,Porzellan,Berlin,Berlin,1936,1869,2000,67
no person,Building,Christian_Church,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,2001,0
m,Religion and Philosophy,Christian_Church,no_specific_context,Mitte,other,other,Berlin,0,0,1999,0
no person,Building,Chairman_Business_Finances,Jewish,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1989,0
no person,Building,Chairman_Business_Finances,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,2000,0
no person,Building,Chairman_Business_Finances,Prussian_times,Mitte,Acrylglas,no_information,no_information,0,0,2004,0
unspecified,History,Medical,NSresistance_persecuted,Moabit,Porzellan,no_information,no_information,0,0,1997,0
unspecified,History,Civilian,AntiWar,Mitte,Stein,no_information,no_information,0,0,1998,0
unspecified,History,Civilian,AntiWar,Mitte,Stein,no_information,no_information,0,0,0,0
no person,Building,Creative_Arts,no_specific_context,Tiergarten,Infokasten,no_information,no_information,0,0,0,0
no person,Building,Politics_Administration,no_specific_context,Mitte,other,no_information,no_information,0,0,0,0
no person,Building,Architecture,no_specific_context,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
groups of mixed gender,History,Civilian,GDRflight_victim,Gesundbrunnen,Acrylglas,no_information,no_information,0,0,2009,0
no person,Building,Jewish_Synagogue,NSresistance_persecuted,Tiergarten,Porzellan,no_information,no_information,0,0,1989,0
f,Building,Education_School,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2005,0
unspecified,History,Civilian,Prussian_times,Mitte,Acrylglas,no_information,no_information,0,0,0,0
m,Building,Christian_Church,no_specific_context,Mitte,Stein,Berlin,Berlin,1798,1746,2002,52
m,Science and Research,Science_otherResearch,no_specific_context,Mitte,Stein,Berlin,Berlin,1870,1802,0,68
no person,Culture,Creative_Arts,no_specific_context,Mitte,Stein,other,outside Germany,1943,1873,0,70
unspecified,History,Politics_Administration,Wall_GermanUnity,Gesundbrunnen,Metall_Stahl,no_information,no_information,0,0,1991,0
unspecified,History,Civilian,AntiWar,Wedding,Stein,no_information,no_information,0,0,0,0
f,Culture,Creative_Arts,no_specific_context,Mitte,Infokasten,other,other in Germany,2002,1909,0,93
no person,History,Civilian,NSresistance_persecuted,Mitte,other,no_information,no_information,0,0,2001,0
f,History,Socialists,NSresistance_persecuted,Moabit,other,Berlin,KZ or NS_capture,1943,1873,1997,70
m,Culture,Creative_Arts,no_specific_context,Mitte,"Bronze, Messing, Kupfer",other,Berlin,1975,1901,1966,74
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Moabit,Stein,no_information,no_information,0,0,0,0
no person,Building,Military_Police,other,Mitte,Infokasten,no_information,no_information,0,0,0,0
no person,Science and Research,Science_otherResearch,no_specific_context,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Jewish_Synagogue,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
no person,Building,Jewish_Synagogue,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
m,Building,Architecture,no_specific_context,Mitte,Porzellan,other,Berlin,1932,1852,2002,80
no person,Building,Architecture,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1983,0
no person,Building,Architecture,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,Building,Christian_Church,no_specific_context,Mitte,Metall_Stahl,no_information,no_information,0,0,1987,0
m,History,Socialists,NovemberRevolution_Weimar,Mitte,Metall_Stahl,other,outside Germany,1883,1818,1988,65
no person,History,Socialists,NovemberRevolution_Weimar,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1980,0
m,History,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2008,0
m,History,Politics_Administration,Prussian_times,Mitte,Stein,no_information,no_information,0,0,0,0
unspecified,History,Civilian,NSresistance_persecuted,Moabit,other,no_information,no_information,0,0,0,0
unspecified,History,Civilian,AntiWar,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
unspecified,History,Civilian,AntiWar,Mitte,Stein,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,0,0
no person,Culture,Architecture,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,other,no_information,no_information,0,0,1951,0
unspecified,History,Civilian,Jewish,Mitte,Metall_Stahl,no_information,no_information,0,0,1988,0
no person,Building,Military_Police,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
unspecified,History,Civilian,NSresistance_persecuted,Gesundbrunnen,Porzellan,no_information,no_information,0,0,1995,0
no person,Science and Research,PublicPlaces_Buildings,Prussian_times,Mitte,Metall_Stahl,no_information,no_information,0,0,0,0
no person,Building,Politics_Administration,Prussian_times,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1999,0
no person,History,Politics_Administration,Prussian_times,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1998,0
no person,Building,Christian_Church,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,Building,Science_otherResearch,no_specific_context,Wedding,Acrylglas,other,Baden-Baden,1910,1843,0,67
f,Building,Medical,no_specific_context,Mitte,other,no_information,no_information,0,0,0,0
m,Religion and Philosophy,Politics_Administration,no_specific_context,Mitte,Metall_Stahl,other,other in Germany,1943,1875,1997,68
no person,Building,Politics_Administration,Prussian_times,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1993,0
no person,Building,Chairman_Business_Finances,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1979,0
m,Building,PublicPlaces_Buildings,other,Gesundbrunnen,"Bronze, Messing, Kupfer",other,other in Germany,1946,1873,1978,73
no person,Building,Christian_Church,no_specific_context,Moabit,Stein,no_information,no_information,0,0,0,0
m,Religion and Philosophy,Politics_Administration,no_specific_context,Gesundbrunnen,Stein,no_information,no_information,0,0,0,0
no person,Building,Creative_Arts,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Gesundbrunnen,Stein,no_information,no_information,0,0,1992,0
groups of mixed gender,Culture,Creative_Arts,no_specific_context,Mitte,Acrylglas,other,Berlin,1847,1809,2002,38
m,Science and Research,Science_otherResearch,no_specific_context,Moabit,"Bronze, Messing, Kupfer",other,outside Germany,1955,1879,2012,76
f,Religion and Philosophy,other,no_specific_context,Moabit,"Bronze, Messing, Kupfer",Breslau,KZ or NS_capture,1942,1891,0,51
m,History,Civilian,NSresistance_persecuted,Moabit,"Bronze, Messing, Kupfer",other,KZ or NS_capture,1945,1903,0,42
m,Science and Research,Science_otherResearch,no_specific_context,Moabit,"Bronze, Messing, Kupfer",other,other in Germany,1995,1910,0,85
m,History,Politics_Administration,no_specific_context,Moabit,"Bronze, Messing, Kupfer",other,other in Germany,1977,1897,0,80
m,Culture,Architecture,no_specific_context,Moabit,"Bronze, Messing, Kupfer",other,other in Germany,0,1886,0,-1886
m,History,CivilSocietyOrganisation,no_specific_context,Moabit,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2002,0
m,History,Politics_Administration,NovemberRevolution_Weimar,Moabit,"Bronze, Messing, Kupfer",Berlin,Berlin,1922,1867,2006,55
m,Culture,Creative_Arts,NSresistance_persecuted,Moabit,"Bronze, Messing, Kupfer",other,Berlin,0,1903,2002,-1903
no person,Building,Jewish_Synagogue,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1994,0
no person,Building,Jewish_Synagogue,NSresistance_persecuted,Gesundbrunnen,Stein,no_information,no_information,0,0,0,0
m,History,Civilian,GDRflight_victim,Mitte,Stein,Berlin,Berlin,1961,1939,0,22
m,History,Civilian,GDRflight_victim,Mitte,Metall_Stahl,other,Berlin,1962,1921,0,41
m,History,Civilian,GDRflight_victim,Mitte,Stein,Berlin,Berlin,1961,1937,2003,24
f,History,Civilian,GDRflight_victim,Mitte,Stein,other,Berlin,1961,1881,0,80
m,History,Civilian,GDRflight_victim,Mitte,Stein,Berlin,Berlin,1961,1937,0,24
no person,History,CivilSocietyOrganisation,other,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
no person,Building,Christian_Church,GDR_GDR_personality,Mitte,Acrylglas,no_information,no_information,0,0,2007,0
no person,History,Politics_Administration,Wall_GermanUnity,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2010,0
no person,History,CivilSocietyOrganisation,SocialPolicy_issues,Mitte,Stein,no_information,no_information,0,0,1974,0
no person,History,Politics_Administration,Prussian_times,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1998,0
no person,History,Civilian,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,1987,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Tiergarten,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2000,0
no person,History,Civilian,GDRflight_victim,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2011,0
no person,History,Civilian,GDRflight_victim,Mitte,Infokasten,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Wedding,Stein,no_information,no_information,0,0,0,0
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Infokasten,no_information,no_information,0,0,0,0
m,History,Politics_Administration,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,2008,0
no person,History,CivilSocietyOrganisation,no_specific_context,Wedding,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,History,Civilian,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",other,Berlin,1942,1909,1995,33
m,Building,PublicPlaces_Buildings,no_specific_context,Mitte,"Bronze, Messing, Kupfer",no_information,no_information,0,0,0,0
m,Religion and Philosophy,other,no_specific_context,Mitte,"Bronze, Messing, Kupfer",Leipzig,other in Germany,1716,0,1990,1716
no person,Building,PublicPlaces_Buildings,no_specific_context,Mitte,Stein,no_information,no_information,0,0,0,0
no person,History,Politics_Administration,GDR_GDR_personality,Mitte,Acrylglas,no_information,no_information,0,0,1999,0
no person,History,Socialists,NSresistance_persecuted,Mitte,"Bronze, Messing, Kupfer",Leipzig,Berlin,1919,1871,0,48
no person,History,Socialists,NovemberRevolution_Weimar,Mitte,other,no_information,no_information,0,0,0,0
